SITE ID II,SITEID,SITENAME,LONG,LAT,AREA,Sales Area,PRB 1,PRB 2,PRB 3,MAX PRB,EUT 1,EUT 2,EUT 3,MIN EUT
14JPA123MACRO,14JPA123,KRSAK_BANGSRI_JPA_IB,110.751503,-6.53177,CENTRAL JAVA,KUDUS,  74.05 ,  57.78 ,  64.03 ,  74.05 ,  8.47 ,  10.86 ,  9.57 ,  8.47 
14JPA124MACRO,14JPA124,MAYONG_KIDUL_JPA_MT,110.751984,-6.7698,CENTRAL JAVA,KUDUS,  54.79 ,  85.80 ,  56.71 ,  85.80 ,  19.34 ,  3.72 ,  17.25 ,  3.72 
14JPA125MACRO,14JPA125,GAYUNGAN_BANGSRI_MT,110.760208,-6.555,CENTRAL JAVA,KUDUS,  50.31 ,  85.00 ,  34.17 ,  85.00 ,  15.10 ,  4.11 ,  32.90 ,  4.11 
14JPA126MACRO,14JPA126,TUTUT_BAKERY_JPA_PS,110.715813,-6.71358,CENTRAL JAVA,KUDUS,  99.12 ,  97.04 ,  97.93 ,  99.12 ,  0.27 ,  2.14 ,  2.00 ,  0.27 
14JPA127MACRO,14JPA127,MAYONG_RAYA_JPA_PL,110.753349,-6.7576,CENTRAL JAVA,KUDUS,  49.12 ,  64.93 ,  79.80 ,  79.80 ,  20.44 ,  13.76 ,  5.46 ,  5.46 
14JPA128MACRO,14JPA128,KEDUNGLEPER_JPA_TB,110.765198,-6.50828,CENTRAL JAVA,KUDUS,  10.72 ,  15.18 ,  52.75 ,  52.75 ,  73.81 ,  63.80 ,  22.18 ,  22.18 
14JPA129MACRO,14JPA129,NURUL_ULUM_JPA_PL,110.722282,-6.54853,CENTRAL JAVA,KUDUS,  74.28 ,  17.94 ,  90.14 ,  90.14 ,  6.62 ,  37.65 ,  3.48 ,  3.48 
14JPA130MACRO,14JPA130,TALAHOME_JPA_MT,110.737617,-6.62875,CENTRAL JAVA,KUDUS,  95.06 ,  52.68 ,  65.11 ,  95.06 ,  2.14 ,  15.56 ,  14.30 ,  2.14 
14JPA131MACRO,14JPA131,ABDUL_BASAR_JPA_PL,110.765747,-6.705139,CENTRAL JAVA,KUDUS,  68.76 ,  68.00 ,  72.28 ,  72.28 ,  8.90 ,  9.29 ,  4.43 ,  4.43 
14JPA132MACRO,14JPA132,KETUNG_SARI_JPA_MT,110.747383,-6.47468,CENTRAL JAVA,KUDUS,  43.85 ,  48.44 ,  56.06 ,  56.06 ,  30.62 ,  20.91 ,  18.53 ,  18.53 
14JPA133MACRO,14JPA133,ZARIES_JPA_PL,110.732262,-6.65146,CENTRAL JAVA,KUDUS,  49.66 ,  55.42 ,  43.48 ,  55.42 ,  14.38 ,  15.69 ,  19.65 ,  14.38 
14JPA134MACRO,14JPA134,KALIPUCANG_WETAN_JPA_TB,110.72644,-6.75639,CENTRAL JAVA,KUDUS,  50.73 ,  48.81 ,  88.93 ,  88.93 ,  22.57 ,  17.74 ,  5.02 ,  5.02 
14JPA135MACRO,14JPA135,KBN_KOSONG_JPA_IB,110.783997,-6.689,CENTRAL JAVA,KUDUS,  80.99 ,  78.27 ,  80.30 ,  80.99 ,  5.48 ,  3.90 ,  4.57 ,  3.90 
14JPA136MACRO,14JPA136,BULU_WETAN_JPA_EB,110.825775,-6.690471,CENTRAL JAVA,KUDUS,  36.79 ,  73.05 ,  78.23 ,  78.23 ,  27.80 ,  7.10 ,  3.45 ,  3.45 
14JPA137MACRO,14JPA137,NGATEMO_JPA_MT,110.72525,-6.58183,CENTRAL JAVA,KUDUS,  42.80 ,  89.22 ,  27.69 ,  89.22 ,  21.77 ,  3.06 ,  31.41 ,  3.06 
14JPA138MACRO,14JPA138,WARONG_KOBONG_JPA_PL,110.785843,-6.49331,CENTRAL JAVA,KUDUS,  21.58 ,  63.69 ,  19.45 ,  63.69 ,  41.36 ,  12.12 ,  53.69 ,  12.12 
14JPA139MACRO,14JPA139,TUNAHAN_JPA_MT,110.855392,-6.51289,CENTRAL JAVA,KUDUS,  46.17 ,  44.83 ,  52.87 ,  52.87 ,  16.40 ,  19.70 ,  11.80 ,  11.80 
14JPA140MACRO,14JPA140,KEMAH_BAKTI_JPA_TB,110.654457,-6.558,CENTRAL JAVA,KUDUS,  69.85 ,  51.51 ,  28.39 ,  69.85 ,  7.38 ,  19.21 ,  33.89 ,  7.38 
14JPA142MACRO,14JPA142,LEBAK_NGANCAR_JPA_IB,110.755272,-6.60046,CENTRAL JAVA,KUDUS,  93.69 ,  92.59 ,  58.81 ,  93.69 ,  2.73 ,  2.24 ,  11.26 ,  2.24 
14JPA144MACRO,14JPA144,MBADOWO_JPA_PL,110.721313,-6.77551,CENTRAL JAVA,KUDUS,  93.84 ,  67.29 ,  63.40 ,  93.84 ,  3.70 ,  11.24 ,  11.72 ,  3.70 
14JPA145MACRO,14JPA145,KARANGRANDU_JPA_PL,110.694473,-6.70623,CENTRAL JAVA,KUDUS,  78.63 ,  32.22 ,  65.27 ,  78.63 ,  6.20 ,  28.70 ,  11.76 ,  6.20 
14JPA147MACRO,14JPA147,MAYONG_PULE_JPA_PL,110.767754,-6.72004,CENTRAL JAVA,KUDUS,  93.62 ,  92.06 ,  70.13 ,  93.62 ,  2.31 ,  3.02 ,  7.68 ,  2.31 
14JPA148MACRO,14JPA148,CEMANOS_JPA_LS,110.685219,-6.66732,CENTRAL JAVA,KUDUS,  61.51 ,  85.18 ,  58.16 ,  85.18 ,  11.56 ,  4.35 ,  10.57 ,  4.35 
14JPA149MACRO,14JPA149,KRENTENG_JPA_TB,110.794113,-6.73515,CENTRAL JAVA,KUDUS,  87.89 ,  39.34 ,  74.61 ,  87.89 ,  4.38 ,  18.65 ,  8.24 ,  4.38 
14JPA150MACRO,14JPA150,NGELAYAP_JPA_PL,110.787407,-6.75391,CENTRAL JAVA,KUDUS,  60.51 ,  86.19 ,  98.78 ,  98.78 ,  9.61 ,  5.04 ,  1.61 ,  1.61 
14JPA151MACRO,14JPA151,MBREGAT_JPA_PL,110.665108,-6.61268,CENTRAL JAVA,KUDUS,  66.54 ,  71.74 ,  30.68 ,  71.74 ,  11.42 ,  7.69 ,  31.19 ,  7.69 
14KND001MACRO,14KND001,WELERI,110.081001,-6.96485,CENTRAL JAVA,SEMARANG INNER,  61.56 ,  90.07 ,  33.96 ,  90.07 ,  12.35 ,  2.98 ,  23.87 ,  2.98 
14KND002MACRO,14KND002,CEPIRING,110.153999,-6.92685,CENTRAL JAVA,SEMARANG INNER,  93.30 ,  91.16 ,  89.34 ,  93.30 ,  2.09 ,  1.75 ,  3.71 ,  1.75 
14KND003MACRO,14KND003,SUKOREJO,110.046547,-7.087,CENTRAL JAVA,SEMARANG INNER,  95.98 ,  97.95 ,  89.57 ,  97.95 ,  2.58 ,  2.43 ,  5.55 ,  2.43 
14KND004MACRO,14KND004,KENDAL,110.197998,-6.92116,CENTRAL JAVA,SEMARANG INNER,  87.72 ,  81.96 ,  88.79 ,  88.79 ,  3.92 ,  5.16 ,  2.09 ,  2.09 
14KND005MACRO,14KND005,KALIWUNGU,110.257004,-6.96927,CENTRAL JAVA,SEMARANG INNER,  75.21 ,  93.64 ,  99.18 ,  99.18 ,  8.44 ,  1.15 ,  0.78 ,  0.78 
14KND007MACRO,14KND007,PATEBON,110.178001,-6.9233,CENTRAL JAVA,SEMARANG INNER,  53.89 ,  69.62 ,  91.69 ,  91.69 ,  20.97 ,  10.96 ,  3.65 ,  3.65 
14KND008MACRO,14KND008,SUKODONO_KND,110.191002,-6.95451,CENTRAL JAVA,SEMARANG INNER,  85.90 ,  76.49 ,  59.05 ,  85.90 ,  1.90 ,  5.82 ,  13.31 ,  1.90 
14KND009MACRO,14KND009,PEGANDON,110.151001,-6.96268,CENTRAL JAVA,SEMARANG INNER,  94.61 ,  81.71 ,  92.66 ,  94.61 ,  1.74 ,  8.83 ,  2.63 ,  1.74 
14KND010MACRO,14KND010,PAGERUYUNG,110.041,-7.0444,CENTRAL JAVA,SEMARANG INNER,  71.39 ,  94.61 ,  83.48 ,  94.61 ,  9.00 ,  3.83 ,  6.24 ,  3.83 
14KND011MACRO,14KND011,LIMBANGAN,110.286003,-7.148389,CENTRAL JAVA,SEMARANG INNER,  89.87 ,  83.85 ,  88.25 ,  89.87 ,  4.79 ,  3.66 ,  7.32 ,  3.66 
14KND012MACRO,14KND012,RAYABAR_IB,110.251999,-6.95786,CENTRAL JAVA,SEMARANG INNER,  81.88 ,  75.04 ,  93.02 ,  93.02 ,  4.84 ,  6.88 ,  1.98 ,  1.98 
14KND013MACRO,14KND013,BANDENGAN_CM,110.206001,-6.90954,CENTRAL JAVA,SEMARANG INNER,  44.21 ,  29.31 ,  33.25 ,  44.21 ,  24.79 ,  27.44 ,  21.89 ,  21.89 
14KND014MACRO,14KND014,WELERI_PASAR,110.07,-6.972258,CENTRAL JAVA,SEMARANG INNER,  18.64 ,  22.28 ,  41.04 ,  41.04 ,  26.69 ,  27.64 ,  13.02 ,  13.02 
14KND016MACRO,14KND016,SUMBERJO_KND_IB,110.26329,-6.96237,CENTRAL JAVA,SEMARANG INNER,  20.45 ,  80.81 ,  35.76 ,  80.81 ,  35.38 ,  3.11 ,  19.10 ,  3.11 
14KND017MACRO,14KND017,BOJA_TB,110.275002,-7.10509,CENTRAL JAVA,SEMARANG INNER,  87.77 ,  91.09 ,  89.87 ,  91.09 ,  7.48 ,  6.14 ,  5.07 ,  5.07 
14KND020MACRO,14KND020,H_KASWAN_KND_ST,110.152588,-6.99905,CENTRAL JAVA,SEMARANG INNER,  34.67 ,  47.51 ,  52.47 ,  52.47 ,  17.17 ,  8.60 ,  15.25 ,  8.60 
14KND021MACRO,14KND021,CEGUNAN_KND_ST,110.154587,-6.975646,CENTRAL JAVA,SEMARANG INNER,  28.26 ,  87.69 ,  55.94 ,  87.69 ,  8.14 ,  5.10 ,  16.75 ,  5.10 
14KND022MACRO,14KND022,PATEAN,110.092003,-7.09043,CENTRAL JAVA,SEMARANG INNER,  59.05 ,  98.52 ,  98.71 ,  98.71 ,  16.55 ,  1.74 ,  1.47 ,  1.47 
14KND023MACRO,14KND023,KANGKUNG,110.121002,-6.9183,CENTRAL JAVA,SEMARANG INNER,  65.97 ,  84.34 ,  96.53 ,  96.53 ,  6.87 ,  5.28 ,  0.83 ,  0.83 
14KND024MACRO,14KND024,PLANTUNGAN,109.968002,-7.10009,CENTRAL JAVA,SEMARANG INNER,  94.04 ,  51.85 ,  94.48 ,  94.48 ,  4.72 ,  9.56 ,  4.19 ,  4.19 
14KND025MACRO,14KND025,ROWOSARI,110.049004,-6.93415,CENTRAL JAVA,SEMARANG INNER,  56.64 ,  40.01 ,  72.42 ,  72.42 ,  15.45 ,  20.47 ,  9.76 ,  9.76 
14KND026MACRO,14KND026,SEPETEK,110.248001,-6.98135,CENTRAL JAVA,SEMARANG INNER,  82.85 ,  73.49 ,  79.23 ,  82.85 ,  3.84 ,  5.44 ,  4.49 ,  3.84 
14KND027MACRO,14KND027,SINGOROJO,110.146004,-7.0908,CENTRAL JAVA,SEMARANG INNER,  91.30 ,  86.12 ,  94.71 ,  94.71 ,  3.62 ,  4.12 ,  3.83 ,  3.62 
14KND028MACRO,14KND028,BRANGSONG,110.223999,-6.94466,CENTRAL JAVA,SEMARANG INNER,  93.50 ,  31.88 ,  54.13 ,  93.50 ,  1.22 ,  24.06 ,  14.96 ,  1.22 
14KND029MACRO,14KND029,PIDODOKULON,110.167,-6.89982,CENTRAL JAVA,SEMARANG INNER,  63.85 ,  72.51 ,  64.79 ,  72.51 ,  13.65 ,  8.17 ,  10.54 ,  8.17 
14KND030MACRO,14KND030,SELOKATONKDL,110.014,-7.082852,CENTRAL JAVA,SEMARANG INNER,  91.22 ,  95.21 ,  84.99 ,  95.21 ,  3.07 ,  3.57 ,  2.88 ,  2.88 
14KND031MACRO,14KND031,MOROSARI,110.264,-6.94963,CENTRAL JAVA,SEMARANG INNER,  97.02 ,  42.11 ,  94.55 ,  97.02 ,  1.07 ,  17.96 ,  1.04 ,  1.04 
14KND032MACRO,14KND032,TMNREJOBOJA,110.318001,-7.14096,CENTRAL JAVA,SEMARANG INNER,  56.22 ,  19.60 ,  96.19 ,  96.19 ,  8.03 ,  16.28 ,  2.89 ,  2.89 
14KND033MACRO,14KND033,SOJOMERTO,110.130997,-6.99419,CENTRAL JAVA,SEMARANG INNER,  54.36 ,  83.90 ,  90.41 ,  90.41 ,  11.93 ,  2.59 ,  1.78 ,  1.78 
14KND034MACRO,14KND034,WELERIBARAT,110.052002,-6.96938,CENTRAL JAVA,SEMARANG INNER,  41.07 ,  57.03 ,  83.77 ,  83.77 ,  22.74 ,  9.70 ,  4.30 ,  4.30 
14KND035MACRO,14KND035,SIDOMUKTI,110.074997,-6.99385,CENTRAL JAVA,SEMARANG INNER,  82.59 ,  87.69 ,  51.50 ,  87.69 ,  8.60 ,  4.68 ,  23.63 ,  4.68 
14KND036MACRO,14KND036,GEMUH_CM,110.115997,-6.94307,CENTRAL JAVA,SEMARANG INNER,  78.85 ,  66.12 ,  82.78 ,  82.78 ,  4.60 ,  8.59 ,  4.69 ,  4.60 
14KND037MACRO,14KND037,ALMUTAQIN_KND_ST,110.145477,-6.90729,CENTRAL JAVA,SEMARANG INNER,  33.05 ,  27.73 ,  31.73 ,  33.05 ,  19.46 ,  19.69 ,  21.23 ,  19.46 
14KND040MACRO,14KND040,SUMBERSARI_KDL,110.172997,-6.98497,CENTRAL JAVA,SEMARANG INNER,  85.30 ,  89.70 ,  67.46 ,  89.70 ,  2.54 ,  4.70 ,  8.32 ,  2.54 
14KND041MACRO,14KND041,TEGOREJO_KDL,110.106003,-6.98321,CENTRAL JAVA,SEMARANG INNER,  52.59 ,  91.34 ,  63.53 ,  91.34 ,  12.56 ,  1.74 ,  6.83 ,  1.74 
14KND042MACRO,14KND042,WADAS,109.988998,-7.0474,CENTRAL JAVA,SEMARANG INNER,  78.98 ,  90.83 ,  82.13 ,  90.83 ,  6.98 ,  1.61 ,  4.22 ,  1.61 
14KND043MACRO,14KND043,POJOKSARI_IN,110.094101,-6.92436,CENTRAL JAVA,SEMARANG INNER,  85.51 ,  80.64 ,  61.47 ,  85.51 ,  0.72 ,  8.87 ,  6.60 ,  0.72 
14KND045MACRO,14KND045,KALIPUTIH,110.197998,-7.15211,CENTRAL JAVA,SEMARANG INNER,  36.36 ,  24.80 ,  89.49 ,  89.49 ,  18.91 ,  42.20 ,  6.35 ,  6.35 
14KND048MACRO,14KND048,TUNGGULSARI_IT,110.194,-6.99915,CENTRAL JAVA,SEMARANG INNER,  86.19 ,  29.77 ,  63.69 ,  86.19 ,  3.39 ,  14.33 ,  13.06 ,  3.39 
14KND049MACRO,14KND049,TAMANREJOIT_TB,109.996002,-7.1363,CENTRAL JAVA,SEMARANG INNER,  97.49 ,  97.34 ,  84.19 ,  97.49 ,  0.76 ,  2.19 ,  3.65 ,  0.76 
14KND054MACRO,14KND054,BANYURINGIN_PL,110.218002,-7.119181,CENTRAL JAVA,SEMARANG INNER,  53.51 ,  81.68 ,  99.28 ,  99.28 ,  14.86 ,  3.61 ,  0.96 ,  0.96 
14KND057MACRO,14KND057,SMBRRAHAYU_TB,110.291,-7.18135,CENTRAL JAVA,SEMARANG INNER,  20.25 ,  78.26 ,  77.00 ,  78.26 ,  41.19 ,  7.50 ,  8.00 ,  7.50 
14KND064MACRO,14KND064,WELERI_KND_TB,110.057373,-6.96969,CENTRAL JAVA,SEMARANG INNER,  20.41 ,  73.62 ,  25.69 ,  73.62 ,  34.45 ,  11.74 ,  23.87 ,  11.74 
14KND066MACRO,14KND066,TEGOREJO_KND_PL,110.138641,-6.973,CENTRAL JAVA,SEMARANG INNER,  27.68 ,  77.47 ,  69.31 ,  77.47 ,  18.68 ,  5.20 ,  7.74 ,  5.20 
14KND068MACRO,14KND068,PODOSARI_KND_ST,110.14901,-6.94837,CENTRAL JAVA,SEMARANG INNER,  62.63 ,  77.44 ,  79.89 ,  79.89 ,  12.55 ,  5.31 ,  6.85 ,  5.31 
14KND069MACRO,14KND069,BUGANGIN_KND_TB,110.185913,-6.92068,CENTRAL JAVA,SEMARANG INNER,  55.43 ,  53.15 ,  30.77 ,  55.43 ,  19.29 ,  16.15 ,  29.41 ,  16.15 
14KND070MACRO,14KND070,JOTANG_KND_PL,110.191849,-6.93482,CENTRAL JAVA,SEMARANG INNER,  53.44 ,  24.07 ,  25.85 ,  53.44 ,  9.89 ,  29.78 ,  41.93 ,  9.89 
14KND071MACRO,14KND071,NGILIR_KND_MT,110.205879,-6.91959,CENTRAL JAVA,SEMARANG INNER,  20.04 ,  26.64 ,  32.71 ,  32.71 ,  24.25 ,  33.31 ,  33.72 ,  24.25 
14KND072MACRO,14KND072,KARANGTGH_KND_PL,110.240112,-6.95333,CENTRAL JAVA,SEMARANG INNER,  96.03 ,  57.12 ,  47.10 ,  96.03 ,  1.64 ,  14.24 ,  17.69 ,  1.64 
14KND074MACRO,14KND074,BANYUTOWO_KND_BM,110.215942,-6.92945,CENTRAL JAVA,SEMARANG INNER,  80.02 ,  48.52 ,  27.57 ,  80.02 ,  5.95 ,  13.35 ,  22.88 ,  5.95 
14KND075MACRO,14KND075,PLANTARAN_KND_TB,110.24485,-6.96683,CENTRAL JAVA,SEMARANG INNER,  91.92 ,  21.88 ,  74.14 ,  91.92 ,  2.79 ,  38.29 ,  9.64 ,  2.79 
14KND077MACRO,14KND077,NOLOKERTO_KND_GH,110.254578,-6.97544,CENTRAL JAVA,SEMARANG INNER,  46.76 ,  80.70 ,  47.84 ,  80.70 ,  9.64 ,  2.97 ,  10.16 ,  2.97 
14KND079MACRO,14KND079,BEBENGAN_KND_MT,110.255699,-7.10613,CENTRAL JAVA,SEMARANG INNER,  88.04 ,  81.38 ,  61.64 ,  88.04 ,  7.02 ,  6.32 ,  9.35 ,  6.32 
14KND082MACRO,14KND082,PUCANGREJO_KND_PL,110.10128,-6.95195,CENTRAL JAVA,SEMARANG INNER,  14.41 ,  54.03 ,  11.56 ,  54.03 ,  51.99 ,  18.61 ,  35.67 ,  18.61 
14KND084MACRO,14KND084,KLANGSEN_KND_PL,110.273628,-6.97241,CENTRAL JAVA,SEMARANG INNER,  43.78 ,  12.49 ,  16.16 ,  43.78 ,  22.75 ,  29.49 ,  17.87 ,  17.87 
14KND086MACRO,14KND086,BRANGSONG_KND_TB,110.228523,-6.94956,CENTRAL JAVA,SEMARANG INNER,  43.69 ,  84.33 ,  29.40 ,  84.33 ,  27.09 ,  6.26 ,  13.10 ,  6.26 
14KND087MACRO,14KND087,MASITOH_KND_MT,110.175484,-6.96353,CENTRAL JAVA,SEMARANG INNER,  36.93 ,  94.94 ,  78.46 ,  94.94 ,  9.74 ,  1.10 ,  2.67 ,  1.10 
14KND088MACRO,14KND088,KEBONDALEM2_KND_TB,110.205193,-6.92543,CENTRAL JAVA,SEMARANG INNER,  83.92 ,  85.35 ,  49.88 ,  85.35 ,  6.23 ,  4.58 ,  17.18 ,  4.58 
14KND089MACRO,14KND089,KRIKIL_KND_TB,110.044296,-7.07424,CENTRAL JAVA,SEMARANG INNER,  78.64 ,  79.11 ,  69.23 ,  79.11 ,  7.85 ,  9.37 ,  10.68 ,  7.85 
14KND090MACRO,14KND090,MAGELUNG_KND_PL,110.24617,-6.97268,CENTRAL JAVA,SEMARANG INNER,  38.62 ,  34.81 ,  32.77 ,  38.62 ,  28.69 ,  25.57 ,  21.89 ,  21.89 
14KND091MACRO,14KND091,PURWOKERTO_KND_TB,110.182213,-6.93172,CENTRAL JAVA,SEMARANG INNER,  60.59 ,  25.02 ,  76.39 ,  76.39 ,  9.10 ,  24.14 ,  7.50 ,  7.50 
14KND093MACRO,14KND093,SUMBEREJO2_KND_TB,110.271187,-6.96627,CENTRAL JAVA,SEMARANG INNER,  37.82 ,  19.36 ,  9.04 ,  37.82 ,  14.34 ,  36.01 ,  41.44 ,  14.34 
14KND094MACRO,14KND094,TAMPINGAN_KND_MT,110.284691,-7.10911,CENTRAL JAVA,SEMARANG INNER,  91.03 ,  44.49 ,  89.79 ,  91.03 ,  4.97 ,  24.96 ,  4.18 ,  4.18 
14KND095MACRO,14KND095,KIRINGAN_KND_MT,110.038231,-7.09149,CENTRAL JAVA,SEMARANG INNER,  83.96 ,  85.48 ,  98.86 ,  98.86 ,  8.00 ,  5.94 ,  2.41 ,  2.41 
14KND096MACRO,14KND096,TRISNO_CEMORO_KND_IB,110.060997,-7.09597,CENTRAL JAVA,SEMARANG INNER,  87.93 ,  59.57 ,  87.57 ,  87.93 ,  2.33 ,  15.90 ,  5.70 ,  2.33 
14KND097MACRO,14KND097,BOJA_KND_PL,110.267197,-7.09012,CENTRAL JAVA,SEMARANG INNER,  64.90 ,  23.07 ,  46.66 ,  64.90 ,  15.09 ,  47.77 ,  13.94 ,  13.94 
14KND098MACRO,14KND098,STOKIS_KND_PL,110.126251,-6.98254,CENTRAL JAVA,SEMARANG INNER,  54.43 ,  49.08 ,  60.22 ,  60.22 ,  15.42 ,  19.96 ,  14.84 ,  14.84 
14KND099MACRO,14KND099,SIWALAN_KND_PL,110.21138,-6.96113,CENTRAL JAVA,SEMARANG INNER,  59.63 ,  63.70 ,  24.11 ,  63.70 ,  7.28 ,  9.97 ,  15.17 ,  7.28 
14KRA001MACRO,14KRA001,TAWANGMANGU,111.126999,-7.66194,CENTRAL JAVA,SOLO OUTER,  90.80 ,  95.20 ,  96.27 ,  96.27 ,  4.04 ,  3.45 ,  4.01 ,  3.45 
14KRA002MACRO,14KRA002,KARANGANYAR,110.956001,-7.59869,CENTRAL JAVA,SOLO OUTER,  60.64 ,  97.24 ,  98.77 ,  98.77 ,  19.31 ,  1.57 ,  1.56 ,  1.56 
14KRA004MACRO,14KRA004,KEBAKKRAMAT,110.900002,-7.532304,CENTRAL JAVA,SOLO OUTER,  60.45 ,  80.07 ,  50.86 ,  80.07 ,  13.23 ,  7.20 ,  14.92 ,  7.20 
14KRA005MACRO,14KRA005,JATEN_KRA,110.907997,-7.58144,CENTRAL JAVA,SOLO OUTER,  99.28 ,  98.31 ,  91.23 ,  99.28 ,  1.28 ,  2.12 ,  3.74 ,  1.28 
14KRA006MACRO,14KRA006,ADISUMARMO_TB,110.751999,-7.53106,CENTRAL JAVA,SOLO INNER,  95.99 ,  89.14 ,  88.93 ,  95.99 ,  2.92 ,  3.96 ,  5.05 ,  2.92 
14KRA007MACRO,14KRA007,KARTOSURO,110.735001,-7.546889,CENTRAL JAVA,SOLO INNER,  78.91 ,  55.21 ,  87.68 ,  87.68 ,  6.57 ,  14.48 ,  5.64 ,  5.64 
14KRA008MACRO,14KRA008,DAGEN,110.882004,-7.57242,CENTRAL JAVA,SOLO OUTER,  80.52 ,  83.21 ,  89.79 ,  89.79 ,  7.41 ,  6.85 ,  5.12 ,  5.12 
14KRA009MACRO,14KRA009,JATIPURO_TB,111.017998,-7.75081,CENTRAL JAVA,SOLO OUTER,  93.27 ,  99.01 ,  97.39 ,  99.01 ,  3.91 ,  0.95 ,  2.18 ,  0.95 
14KRA010MACRO,14KRA010,KALIYOSO,110.807999,-7.47317,CENTRAL JAVA,SOLO OUTER,  99.62 ,  67.14 ,  97.52 ,  99.62 ,  0.68 ,  10.94 ,  1.71 ,  0.68 
14KRA011MACRO,14KRA011,KARANGPANDAN,111.075996,-7.61417,CENTRAL JAVA,SOLO OUTER,  75.87 ,  84.76 ,  95.60 ,  95.60 ,  3.74 ,  8.51 ,  3.80 ,  3.74 
14KRA012MACRO,14KRA012,MATESIH,111.045998,-7.64981,CENTRAL JAVA,SOLO OUTER,  98.75 ,  91.98 ,  99.35 ,  99.35 ,  2.23 ,  3.71 ,  1.14 ,  1.14 
14KRA013MACRO,14KRA013,FAJARINDAH,110.795998,-7.5467,CENTRAL JAVA,SOLO INNER,  82.20 ,  94.90 ,  66.16 ,  94.90 ,  5.25 ,  2.40 ,  12.63 ,  2.40 
14KRA014MACRO,14KRA014,WIROGUNAN,110.728996,-7.54064,CENTRAL JAVA,SOLO INNER,  93.24 ,  67.43 ,  51.59 ,  93.24 ,  4.52 ,  12.14 ,  17.50 ,  4.52 
14KRA015MACRO,14KRA015,TASIKMADU,110.938004,-7.5535,CENTRAL JAVA,SOLO OUTER,  99.48 ,  68.51 ,  62.87 ,  99.48 ,  1.07 ,  4.61 ,  15.55 ,  1.07 
14KRA016MACRO,14KRA016,KERJOBATUJAMUS_TB,111.050003,-7.537723,CENTRAL JAVA,SOLO OUTER,  48.40 ,  98.99 ,  95.76 ,  98.99 ,  21.39 ,  1.61 ,  3.71 ,  1.61 
14KRA017MACRO,14KRA017,MOJOGEDANG_TB,111.026001,-7.574667,CENTRAL JAVA,SOLO OUTER,  49.43 ,  68.63 ,  59.91 ,  68.63 ,  21.95 ,  10.63 ,  18.53 ,  10.63 
14KRA018MACRO,14KRA018,NGARGOYOSO_TB,111.120003,-7.600834,CENTRAL JAVA,SOLO OUTER,  57.87 ,  88.47 ,  99.78 ,  99.78 ,  23.69 ,  7.34 ,  1.50 ,  1.50 
14KRA019MACRO,14KRA019,JUMAPOLO,111.004997,-7.704362,CENTRAL JAVA,SOLO OUTER,  65.76 ,  70.54 ,  92.13 ,  92.13 ,  10.22 ,  12.93 ,  4.34 ,  4.34 
14KRA021MACRO,14KRA021,JERUKSAWIT_TB,110.866997,-7.52097,CENTRAL JAVA,SOLO OUTER,  65.05 ,  59.00 ,  97.48 ,  97.48 ,  14.32 ,  12.34 ,  1.69 ,  1.69 
14KRA022MACRO,14KRA022,PULOSARIKRA_TB,110.955002,-7.52184,CENTRAL JAVA,SOLO OUTER,  95.61 ,  77.18 ,  98.43 ,  98.43 ,  2.30 ,  6.84 ,  2.02 ,  2.02 
14KRA023MACRO,14KRA023,GONDANGREJO_RT,110.875999,-7.50056,CENTRAL JAVA,SOLO OUTER,  95.07 ,  90.65 ,  88.88 ,  95.07 ,  2.72 ,  5.52 ,  3.36 ,  2.72 
14KRA024MACRO,14KRA024,BURAN_RT,110.918999,-7.60804,CENTRAL JAVA,SOLO OUTER,  82.01 ,  83.20 ,  88.03 ,  88.03 ,  7.86 ,  5.88 ,  5.09 ,  5.09 
14KRA025MACRO,14KRA025,GEDONG_KN,110.966003,-7.56117,CENTRAL JAVA,SOLO OUTER,  97.18 ,  97.25 ,  76.63 ,  97.25 ,  2.70 ,  2.53 ,  6.73 ,  2.53 
14KRA026MACRO,14KRA026,GEBYONG_TB,110.985001,-7.55157,CENTRAL JAVA,SOLO OUTER,  87.10 ,  84.91 ,  97.51 ,  97.51 ,  5.73 ,  5.15 ,  2.21 ,  2.21 
14KRA028MACRO,14KRA028,NGAMPEL_RT,111.005997,-7.54768,CENTRAL JAVA,SOLO OUTER,  75.11 ,  88.76 ,  94.50 ,  94.50 ,  6.97 ,  6.19 ,  3.77 ,  3.77 
14KRA029MACRO,14KRA029,DELINGAN_KRY_MT,111.001999,-7.57705,CENTRAL JAVA,SOLO OUTER,  69.73 ,  88.32 ,  99.17 ,  99.17 ,  10.47 ,  3.91 ,  1.32 ,  1.32 
14KRA030MACRO,14KRA030,LORINHOTEL,110.772003,-7.54107,CENTRAL JAVA,SOLO INNER,  94.18 ,  88.10 ,  80.97 ,  94.18 ,  4.31 ,  5.24 ,  8.54 ,  4.31 
14KRA031MACRO,14KRA031,GONDOSULITWM_TB,111.168999,-7.66717,CENTRAL JAVA,SOLO OUTER,  61.33 ,  54.19 ,  85.88 ,  85.88 ,  14.89 ,  18.67 ,  3.32 ,  3.32 
14KRA032MACRO,14KRA032,JATIYOSO_TB,111.073997,-7.72409,CENTRAL JAVA,SOLO OUTER,  92.26 ,  98.26 ,  95.75 ,  98.26 ,  2.87 ,  1.18 ,  2.88 ,  1.18 
